Réseau,Code Etablissement,Etablissement,Code agence,Agence,Adresse,Ville,Code postal,Emplacement,Horaires Automate,Typologie,Etat de fonctionnement,point_geographique,latitude,longitude
Bp,16607,Bp Sud,7580,Lezat/07580,3 ROUTE DE TOULOUSE,Lezat Sur Leze,9210.0,Sas,TLJ {06:00-22:00},Grc,disponible,,,
Bp,16607,Bp Sud,8890,Vauvert/08890,AVENUE DE LA CONDAMINE,Vauvert,30600.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.686818, 4.272117",43.686818,4.272117
Bp,16607,Bp Sud,7840,Carcassonne Pont Rouge/07840,230 RUE MAGELLANZI PONT ROUGE,Carcassonne,11000.0,Interne,Mar et Ven {08:45-12:45 13:45-17:45} Mer et Jeu {08:45-00:00},Drm,disponible,"43.235573, 2.366363",43.235573,2.366363
Bp,16607,Bp Sud,8240,Lattes/08240,650 AVENUE DE MONTPELLIER,Lattes,34970.0,Sas,TLJ {06:00-23:00},Gab,disponible,"43.568711, 3.904575",43.568711,3.904575
Bp,16607,Bp Sud,7930,Saint Jean Du Falga/07930,19 RUE MILLE HOMMES,Saint Jean Du Falga,9100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Bp,16607,Bp Sud,7940,Perpignan Massilia/07940,RUE ALFRED EISENSTAEDT,Perpignan,66000.0,Sas,TLJ {07:00-22:00},Gab,disponible,"42.700645, 2.936889",42.700645,2.936889
Bp,16607,Bp Sud,9310,Sommieres/09310,ROUTE DE SAUSSINESCENTRE COMMERCIAL,Sommieres,30250.0,Sas,TLJ {06:00-23:00},Grc,disponible,"43.781068, 4.082575",43.781068,4.082575
Bp,16607,Bp Sud,7950,Lezignan Gaujac/07950,2 RUE DES ROMAINS,Lezignan,11200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.185599, 2.7554",43.185599,2.7554
Bp,16607,Bp Sud,7950,Lezignan Gaujac/07950,2 RUE DES ROMAINS,Lezignan,11200.0,Sas,TLJ {07:00-22:00},Grc,hors service,"43.185599, 2.7554",43.185599,2.7554
Bp,16607,Bp Sud,7260,Collioure/07260,19 AVENUE REPUBLIQUE,Collioure,66190.0,Sas,TLJ {06:00-23:00},Gab,disponible,"42.524801, 3.082535",42.524801,3.082535
Bp,16607,Bp Sud,7060,St Paul Fenouillet/07060,102 AVENUE JEAN MOULIN,Saint-Paul De Fenouillet,66220.0,Sas,TLJ {06:00-22:00},Grc,disponible,"42.811091, 2.508057",42.811091,2.508057
Bp,16607,Bp Sud,7610,Toulouges/07610,6 AVENUE JULES FERRY,Toulouges,66350.0,Sas,TLJ {06:00-23:00},Gab,disponible,"42.67049, 2.831228",42.67049,2.831228
Bp,16607,Bp Sud,7300,Narbonne Republique/07300,35 COURS DE LA REPUBLIQUE,Narbonne,11100.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"43.182439, 3.006249",43.182439,3.006249
Bp,16607,Bp Sud,7110,Perpignan Cassanyes/07110,2 BOULEVARD ARISTIDE BRIAND,Perpignan,66100.0,Sas,TLJ {06:00-23:00},Gab,disponible,"42.696528, 2.903251",42.696528,2.903251
Bp,16607,Bp Sud,7540,Ax-Les-Thermes/07540,AVENUE DELCASSE,Ax Les Thermes,9110.0,Sas,TLJ {06:00-23:00},Grc,disponible,,,
Bp,16607,Bp Sud,7510,Saint Girons/07510,62 RUE VILLEFRANCHE,Saint-Girons,9200.0,Interne,Lun au Mer et Ven {09:00-12:30 13:30-17:30} Jeu {09:00-12:30 14:30-17:30},Drm,disponible,,,
Bp,16607,Bp Sud,7280,Millas/07280,46 AVENUE JEAN JAURES,Millas,66170.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"42.691878, 2.6959",42.691878,2.6959
Bp,16607,Bp Sud,7390,Carcassonne Pte-Ferrand/07390,28 RUE J.F. DUPLEIX,Carcassonne,11000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.211476, 2.326435",43.211476,2.326435
Bp,16607,Bp Sud,7390,Carcassonne Pte-Ferrand/07390,28 RUE J.F. DUPLEIX,Carcassonne,11000.0,Interne,Lun au Mer et Ven {09:00-12:30 13:45-17:45} Jeu {09:00-12:30 14:45-17:45},Drm,disponible,"43.211476, 2.326435",43.211476,2.326435
Bp,16607,Bp Sud,7560,Mirepoix/07560,45 PLACE DU MARECHAL LECLERC,Mirepoix,9500.0,Dans La Rue,TLJ {00:00-23:59},Gvp,disponible,,,
Bp,16607,Bp Sud,8440,Clermont L'Herault/08440,ZAC - CLOS DE LA MADELEINE,Clermont L Herault,34800.0,Sas,TLJ {06:00-23:00},Gvp,disponible,"43.623299, 3.436812",43.623299,3.436812
Bp,16607,Bp Sud,8740,Nimes Victor Hugo/08740,40 BOULEVARD VICTORUE HUGO,Nimes,30000.0,Interne,Mar et Mer et Ven {08:30-12:30 13:30-17:30} Jeu {08:30-12:30 14:30-17:30} Sam {08:30-12:45},Drm,disponible,"43.837012, 4.356596",43.837012,4.356596
Bp,16607,Bp Sud,7430,Narbonne Stade/07430,25 AVENUE MTRE HUBERT MOULY,Narbonne,11100.0,Interne,Mar et Mer et Ven {08:30-12:30 13:45-17:45} Jeu {08:30-12:30 14:45-17:45} Sam {08:30-12:45},Drm,disponible,"43.180091, 3.017815",43.180091,3.017815
Bp,16607,Bp Sud,7430,Narbonne Stade/07430,25 AVENUE MTRE HUBERT MOULY,Narbonne,11100.0,Sas,TLJ {06:00-23:00},Gab,disponible,"43.180091, 3.017815",43.180091,3.017815
Bp,16607,Bp Sud,8100,Jacou/08100,C C  ESPACE DE BOCAUDLIEU DIT LA PLAINE,Jacou,34830.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.6619, 3.907856",43.6619,3.907856
Bp,16607,Bp Sud,8550,Montpellier Corum/08550,7 AVENUE DE NIMES,Montpellier,34000.0,Sas,TLJ {07:00-22:00},Grc,disponible,"43.615169, 3.883332",43.615169,3.883332
Bp,16607,Bp Sud,7380,Carcassonne Verdun/07380,10 RUE DE VERDUN,Carcassonne Cedex,11002.0,Interne,Lun au Mer et Ven {08:30-12:00 13:30-17:30} Jeu {08:30-12:00 14:30-17:30},Drm,disponible,,,
Bp,16607,Dupuy De Parseval,2570,Bdp Beziers Auchan/02570,4 AVENUE DE LA VOIE DOMITIENNECENTRE COMMERCIAL,Beziers,34500.0,Sas,TLJ {06:00-22:00},Gab,disponible,"43.346828, 3.242917",43.346828,3.242917
Bp,10207,Bp Rives De Paris,73,Jeanne D Arc/00073,16-18-20 PLACE JEANNE D ARC,Paris,75013.0,Sas,TLJ {06:00-22:00},Cge,disponible,"48.82945, 2.369131",48.82945,2.369131
Bp,10907,Bp Aquitaine Centre Atlantique,21,Hossegor/00021,315 AVENUE DU TOURING CLUB,Hossegor,40510.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,,,
Bp,10907,Bp Aquitaine Centre Atlantique,55,Navarrenx/00055,PLACE DARRALDE,Navarrenx,64190.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"43.321833, -0.760883",43.321833,-0.760883
Bp,10907,Bp Aquitaine Centre Atlantique,383,Cap Ferret/00383,43-45 ROUTE DU CAP-FERRET,Cap Ferret,33950.0,Sas,TLJ {06:00-23:00},Dvv,disponible,"44.69992, -1.229703",44.69992,-1.229703
Bp,16807,Bp Auvergne Rhone Alpes,301,Ambert/00301,2 PLACE DU PONTEL,Ambert,63600.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.54983, 3.742794",45.54983,3.742794
Bp,10907,Bp Aquitaine Centre Atlantique,47,Gradignan/00047,92 CRS GENERAL DE GAULLE,Gradignan,33170.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.774568, -0.612414",44.774568,-0.612414
Bp,10907,Bp Aquitaine Centre Atlantique,515,Coulonges/00515,8 RUE DU CHATEAU,Coulonges Sur Lautize,79160.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.482419, -0.598687",46.482419,-0.598687
Bp,10907,Bp Aquitaine Centre Atlantique,9260,Secteur Perigueux/09260,202 AVENUE MICHEL GRANDOU,Trelissac,24750.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.189073, 0.753044",45.189073,0.753044
Bp,10907,Bp Aquitaine Centre Atlantique,25,Arcachon/00025,270 BOULEVARD DE LA PLACEAGE,Arcachon,33120.0,Sas,Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:45-18:00},Dvv,disponible,"44.662375, -1.170135",44.662375,-1.170135
Bp,10907,Bp Aquitaine Centre Atlantique,102,Audenge/00102,18 TER ALLEE ERNEST DE BOISSIERE,Audenge,33980.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Grc,disponible,"44.683057, -1.014738",44.683057,-1.014738
Bp,10907,Bp Aquitaine Centre Atlantique,253,Aubusson/00253,2 PLACE JEAN LURCAT,Aubusson,23200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.955248, 2.167231",45.955248,2.167231
Bp,10907,Bp Aquitaine Centre Atlantique,15,Bayonne/00015,1 PLACE DU GENERAL DE GAULLE,Bayonne,64100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.493463, -1.476006",43.493463,-1.476006
Bp,10907,Bp Aquitaine Centre Atlantique,17,Biarritz/00017,10 RUE MAZAGRAN,Biarritz,64200.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"43.482512, -1.562812",43.482512,-1.562812
Bp,10907,Bp Aquitaine Centre Atlantique,58,Biarritz La Negresse/00058,110  AVENUE KENNEDY,Biarritz,64200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.464327, -1.552482",43.464327,-1.552482
Bp,10907,Bp Aquitaine Centre Atlantique,29,Bordeaux Bastide/00029,4  PLACE STALINGRAD,Bordeaux,33100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.840519, -0.560396",44.840519,-0.560396
Ce,11315,Ce Provence Alpes Corse - Outre-Mer,930,Saint Laurent Du Maroni/00930,236 AVENUE CHRISTOPHE COLOMB,Saint Laurent Du Maroni,97320.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"5.47676, -54.038551",5.47676,-54.038551
Bp,10907,Bp Aquitaine Centre Atlantique,77,Bordeaux George V/00077,66 BOULEVARD GEORGE V,Bordeaux,33000.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"44.825534, -0.589341",44.825534,-0.589341
Bp,10907,Bp Aquitaine Centre Atlantique,77,Bordeaux George V/00077,66 BOULEVARD GEORGE V,Bordeaux,33000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.825534, -0.589341",44.825534,-0.589341
Bp,10907,Bp Aquitaine Centre Atlantique,49,Bordeaux Pey Berland/00049,2 RUE DUFFOUR DUBERGIERPLACE PEY BERLAND,Bordeaux,33000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.838174, -0.578735",44.838174,-0.578735
Bp,10907,Bp Aquitaine Centre Atlantique,1,Bordeaux Tourny/00001,3 ALLEES DE TOURNY,Bordeaux,33000.0,Sas,TLJ {06:00-23:00},Gdv,disponible,"44.843865, -0.575291",44.843865,-0.575291
Bp,10907,Bp Aquitaine Centre Atlantique,235,Brive Cardinal/00235,55  AVENUE DE PARIS,Brive La Gaillarde,19100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.163566, 1.532215",45.163566,1.532215
Bp,10907,Bp Aquitaine Centre Atlantique,235,Brive Cardinal/00235,55  AVENUE DE PARIS,Brive La Gaillarde,19100.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"45.163566, 1.532215",45.163566,1.532215
Bp,10907,Bp Aquitaine Centre Atlantique,566,Chateaubernard/00566,2 RUE DES VAUZELLES,Chateaubernard,16100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.685905, -0.304798",45.685905,-0.304798
Bp,10907,Bp Aquitaine Centre Atlantique,505,Civray/00505,33 PLACE MARECHAL LECLERC,Civray,86400.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.14789, 0.295842",46.14789,0.295842
Bp,10907,Bp Aquitaine Centre Atlantique,559,Confolens/00559,15 RUE MAQUIS FOCH,Confolens,16500.0,Sas,Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00},Dvv,disponible,"46.014412, 0.672575",46.014412,0.672575
Bp,10907,Bp Aquitaine Centre Atlantique,95,Coutras/00095,6 PLACE DU CHATEAU,Coutras,33230.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.040872, -0.128771",45.040872,-0.128771
Bp,10907,Bp Aquitaine Centre Atlantique,20,Dax/00020,25 RUE SAINT VINCENT,Dax,40100.0,Dans La Rue,TLJ {06:00-23:00},Gab,disponible,"43.708906, -1.053032",43.708906,-1.053032
Bp,10907,Bp Aquitaine Centre Atlantique,5002,Dun/05002,GRANDE RUE,Dun Le Palestel,23800.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.305184, 1.665256",46.305184,1.665256
Bp,10907,Bp Aquitaine Centre Atlantique,127,Floirac/00127,5  AVENUE DU PSDT F MITTERAND,Floirac,33270.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Grc,disponible,,,
Bp,10907,Bp Aquitaine Centre Atlantique,614,La Cotiniere/00614,4 RUE DE L ANCIENNE CRIEELA COTINIERE,St Pierre D'Oleron,17310.0,Sas,TLJ {06:00-23:00},Dvv,disponible,"45.913914, -1.329982",45.913914,-1.329982
Bp,10907,Bp Aquitaine Centre Atlantique,124,La Reole/00124,FRIMONT OUEST,La Reole,33190.0,Sas,TLJ {06:00-23:00},Gvp,disponible,"44.584878, -0.066351",44.584878,-0.066351
Bp,10907,Bp Aquitaine Centre Atlantique,538,La Rochelle Les Minimes/00538,107  AVENUE MICHEL CREPEAU,La Rochelle,17000.0,Sas,Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00},Dvv,disponible,"46.14887, -1.158539",46.14887,-1.158539
Bp,10907,Bp Aquitaine Centre Atlantique,504,La Rochelle/00504,15 RUE CHAUDRIER,La Rochelle,17000.0,Sas,Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00},Dvv,disponible,"46.160637, -1.153389",46.160637,-1.153389
Bp,10907,Bp Aquitaine Centre Atlantique,72,La Teste De Buch/00072,2  AVENUE DE VERDUN,La Teste De Buch,33260.0,Sas,TLJ {06:00-23:00},Gab,disponible,"44.538036, -1.152513",44.538036,-1.152513
Bp,10907,Bp Aquitaine Centre Atlantique,252,La Souterraine/00252,4 BOULEVARD JEAN MOULIN,La Souterraine,23300.0,Dans La Rue,TLJ {06:00-23:00},Gab,disponible,"46.232176, 1.485153",46.232176,1.485153
Bp,10907,Bp Aquitaine Centre Atlantique,252,La Souterraine/00252,4 BOULEVARD JEAN MOULIN,La Souterraine,23300.0,Sas,TLJ {06:00-23:00},Grc,disponible,"46.232176, 1.485153",46.232176,1.485153
Bp,10907,Bp Aquitaine Centre Atlantique,46,Langon/00046,12  PLACE KENNEDY,Langon,33210.0,Sas,TLJ {06:00-23:00},Grc,disponible,"44.552765, -0.248999",44.552765,-0.248999
Bp,10907,Bp Aquitaine Centre Atlantique,46,Langon/00046,12  PLACE KENNEDY,Langon,33210.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.552765, -0.248999",44.552765,-0.248999
Bp,10907,Bp Aquitaine Centre Atlantique,516,Le Bois Plage/00516,1 B RUE DE LA GLACIERE,Le Bois Placeage En Re,17580.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.184139, -1.394808",46.184139,-1.394808
Bp,10907,Bp Aquitaine Centre Atlantique,13,Le Bouscat/00013,157  AVENUE DE LA LIBERATION,Le Bouscat,33110.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"44.860905, -0.600006",44.860905,-0.600006
Bp,10907,Bp Aquitaine Centre Atlantique,13,Le Bouscat/00013,157  AVENUE DE LA LIBERATION,Le Bouscat,33110.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.860905, -0.600006",44.860905,-0.600006
Bp,10907,Bp Aquitaine Centre Atlantique,70,Le Haillan/00070,RESIDENCE LES METEORESPLACE FRANCOIS MITTERAND,Le Haillan,33185.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,,,
Bp,10907,Bp Aquitaine Centre Atlantique,640,Le Chateau/00640,BOULEVARD THIERS,Le Chateau D'Oleron,17480.0,Sas,Mar au Ven {08:30-12:30 13:30-18:00} Sam {08:30-12:30},Dvv,disponible,"45.887545, -1.194388",45.887545,-1.194388
Bp,10907,Bp Aquitaine Centre Atlantique,473,Le Teich/00473,69  AVENUE COTE D'ARGENT,Le Teich,33470.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.635675, -1.023014",44.635675,-1.023014
Bp,10907,Bp Aquitaine Centre Atlantique,401,Leon/00401,51  RUE DE LA POSTE,Leon,40550.0,Sas,TLJ {06:00-23:00},Dvv,disponible,"43.875021, -1.302018",43.875021,-1.302018
Bp,10907,Bp Aquitaine Centre Atlantique,267,Limoges Francois Perrin/00267,261 BIS RUE FRANCOIS PERRIN,Limoges,87000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.825008, 1.230507",45.825008,1.230507
Bp,10907,Bp Aquitaine Centre Atlantique,275,Limoges Carnot/00275,103 RUE THEODORE BAC,Limoges,87100.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"45.839789, 1.258243",45.839789,1.258243
Bp,10907,Bp Aquitaine Centre Atlantique,270,Limoges Prefecture/00270,32 BOULEVARD CARNOT,Limoges,87000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.833429, 1.257942",45.833429,1.257942
Bp,10907,Bp Aquitaine Centre Atlantique,237,Malemort/00237,30 RUE P ET M CURIE,Malemort Sur Correze,19360.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.168613, 1.557407",45.168613,1.557407
Bp,10907,Bp Aquitaine Centre Atlantique,98,Marcheprime/00098,1  AVENUE AQUITAINE,Marcheprime,33380.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Grc,disponible,"44.692617, -0.854575",44.692617,-0.854575
Bp,10907,Bp Aquitaine Centre Atlantique,285,Marsac/00285,LIEU DIT MARSAC,Marsac Sur L Isle,24430.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"45.183447, 0.659886",45.183447,0.659886
Bp,10907,Bp Aquitaine Centre Atlantique,512,Melle/00512,ROUTE DE LIMOGES,Melle,79500.0,Interne,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"46.220496, -0.137677",46.220496,-0.137677
Bp,10907,Bp Aquitaine Centre Atlantique,125,Mimizan/00125,5  AVENUEE DE BORDEAUX,Mimizan,40200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.202744, -1.229051",44.202744,-1.229051
Bp,10907,Bp Aquitaine Centre Atlantique,31,Mourenx/00031,12 PLACE DU BEARN,Mourenx,64150.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.371291, -0.629894",43.371291,-0.629894
Bp,10907,Bp Aquitaine Centre Atlantique,42,Mt De Marsan/00042,49 RUE LEON GAMBETTA,Mont De Marsan,40000.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"43.889779, -0.501093",43.889779,-0.501093
Bp,10907,Bp Aquitaine Centre Atlantique,232,Objat/00232,1 PLACE DE LA REPUBLIQUE,Objat,19130.0,Interne,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"45.262491, 1.409029",45.262491,1.409029
Bp,10907,Bp Aquitaine Centre Atlantique,280,Perigueux/00280,23 PLACE FRANCHEVILLE,Perigueux,24000.0,Sas,Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00},Dvv,disponible,"45.18346, 0.717655",45.18346,0.717655
Bp,10907,Bp Aquitaine Centre Atlantique,503,Rochefort/00503,35 B RUE D ROCHEREAU,Rochefort,17300.0,Sas,Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:30-18:00},Dvv,disponible,"45.938903, -0.966338",45.938903,-0.966338
Bp,10907,Bp Aquitaine Centre Atlantique,100,Sarlat Sud/00100,1201  AVENUE SIMONE VEIL,Sarlat La Caneda,24200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.874711, 1.229573",44.874711,1.229573
Bp,10907,Bp Aquitaine Centre Atlantique,22,Soustons/00022,16 RUE EMILE NOUGARO,Soustons,40140.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Grc,disponible,"43.754454, -1.327749",43.754454,-1.327749
Bp,10907,Bp Aquitaine Centre Atlantique,64,St Andre De Cubzac/00064,69 RUE DANTAGNAN,Saint Andre De Cubzac,33240.0,Sas,TLJ {06:00-23:00},Grc,hors service,"44.994191, -0.442308",44.994191,-0.442308
Bp,10907,Bp Aquitaine Centre Atlantique,3402,St Cyprien/03402,RUE GAMBETTA,St Cyprien,24220.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.869141, 1.043683",44.869141,1.043683
Bp,10907,Bp Aquitaine Centre Atlantique,399,St Emilion/00399,3 BIS PLACE MARCADIEU,St Emilion,33330.0,Sas,Lun au Mer et Ven {09:00-12:15 13:45-18:00} Jeu {09:00-12:15 14:45-18:00},Dvv,disponible,"44.895024, -0.155446",44.895024,-0.155446
Bp,10907,Bp Aquitaine Centre Atlantique,277,St Junien/00277,1 BOULEVARD VICTOR HUGO,St Junien,87200.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"45.888068, 0.899141",45.888068,0.899141
Bp,10907,Bp Aquitaine Centre Atlantique,75,St Loubes/00075,70  AVENUE DE LA REPUBLIQUE,Saint Loubes,33450.0,Sas,TLJ {06:00-22:00},Grc,disponible,"44.91713, -0.427974",44.91713,-0.427974
Bp,10907,Bp Aquitaine Centre Atlantique,56,St Palais/00056,40 RUE DES FORS,Saint Palais,64120.0,Sas,TLJ {06:00-23:00},Grc,service dégradé,"43.329045, -1.032985",43.329045,-1.032985
Bp,10907,Bp Aquitaine Centre Atlantique,41,St Sever/00041,9 RUE DU TRIBUNAL,Saint Sever,40500.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"43.759881, -0.573597",43.759881,-0.573597
Bp,10907,Bp Aquitaine Centre Atlantique,233,Terrasson/00233,8 RUE RASTIGNAC,Terrasson  Lavilledieu,24120.0,Sas,Mar au Ven {08:45-12:30 13:45-18:05} Sam {08:45-12:35},Dvv,disponible,"45.1273, 1.302963",45.1273,1.302963
Bp,10907,Bp Aquitaine Centre Atlantique,96,Ambares Et Lagrave/00096,22  RUE DU PRESIDENT COTY,Ambares Et Lagrave,33440.0,Sas,TLJ {06:00-22:00},Grc,service dégradé,"44.927035, -0.490418",44.927035,-0.490418
Bp,10907,Bp Aquitaine Centre Atlantique,442,Anglet Bahinos/00442,RUE DE LOUSTALOT,Anglet,64600.0,Sas,TLJ {06:00-23:00},Dvv,disponible,"43.494032, -1.520354",43.494032,-1.520354
Bp,10907,Bp Aquitaine Centre Atlantique,18,Anglet/00018,29  AVENUE DE BAYONNERESIDENCE BERNAIN,Anglet,64600.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.484146, -1.511396",43.484146,-1.511396
Bp,16807,Bp Auvergne Rhone Alpes,456,Dardilly/00456,2 PLACE DE L' EGLISE,Dardilly,69570.0,Sas,TLJ {07:00-22:00},Gab,disponible,"45.805299, 4.753625",45.805299,4.753625
Bp,17807,Bp Occitane,563,Albi Sainte Cecile/00563,1 RUE SAINTE CECILE,Albi,81000.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.928099, 2.144049",43.928099,2.144049
Ce,42559,Credit Cooperatif,20,Paris Convention/00020,147 RUE DE LA CONVENTION,Paris,75015.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.839432, 2.29184",48.839432,2.29184
Ce,16275,Ce Hauts De France,59021,Le Cateau/59021,5 PLACE DU GENERAL DE GAULLE,Le Cateau-Cambresis,59360.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.105493, 3.542928",50.105493,3.542928
Ce,16275,Ce Hauts De France,62530,Calais Zup Beau Marais/62530,21 RUE MAURICE MARINOT,Calais,62100.0,Sas,TLJ {06:00-23:00},Gdv,disponible,"50.952216, 1.882277",50.952216,1.882277
Ce,16275,Ce Hauts De France,62530,Calais Zup Beau Marais/62530,21 RUE MAURICE MARINOT,Calais,62100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"50.952216, 1.882277",50.952216,1.882277
Bp,17807,Bp Occitane,419,Casteljaloux/00419,12 PLACE GAMBETTA,Casteljaloux,47700.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"44.314332, 0.085272",44.314332,0.085272
Bp,17807,Bp Occitane,560,Castres Jaures/00560,7 PLACE JEAN JAURES,Castres,81100.0,Sas,TLJ {00:00-23:59},Dvv,disponible,"43.605249, 2.241933",43.605249,2.241933
Bp,17807,Bp Occitane,264,Cornebarrieu/00264,1 AVENUE DE LATECOERE,Cornebarrieu,31700.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.650164, 1.334151",43.650164,1.334151
Bp,17807,Bp Occitane,503,Graulhet/00503,10 PLACE DE LA REPUBLIQUE,Graulhet,81300.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.761309, 1.988804",43.761309,1.988804
Bp,17807,Bp Occitane,458,Gramat/00458,11 AVENUE GAMBETTA,Gramat,46500.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.780815, 1.726616",44.780815,1.726616
Bp,17807,Bp Occitane,257,Grisolles/00257,20 RUE ADRIEN HEBRARD,Grisolles,82170.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.827781, 1.296628",43.827781,1.296628
Bp,17807,Bp Occitane,227,Luz St Sauveur/00227,AVENUE SAINT-SAUVEUR,Luz-Saint-Sauveur,65120.0,Sas,TLJ {00:00-23:59},Gab,disponible,"42.870908, -0.006966",42.870908,-0.006966
Bp,17807,Bp Occitane,456,Marmande/00456,64 RUE CH. DE GAULLE,Marmande,47200.0,Interne,,Drm,disponible,"44.5008, 0.16851",44.5008,0.16851
Bp,17807,Bp Occitane,474,Monflanquin/00474,BOULEVARD CLEMENCEAU,Monflanquin,47150.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.509096, 0.758127",44.509096,0.758127
Bp,17807,Bp Occitane,253,Montauban Le Rond/00253,8 PLACE DE LA LIBERATION,Montauban,82000.0,Sas,TLJ {00:00-23:59},Gab,hors service,"44.021904, 1.361367",44.021904,1.361367
Bp,17807,Bp Occitane,252,Montauban St Michel/00252,83 AVENUE CHARLES DE GAULLE,Montauban,82000.0,Sas,TLJ {00:00-23:59},Gab,disponible,"44.009395, 1.368847",44.009395,1.368847
