Réseau,Code Etablissement,Etablissement,Code agence,Agence,Adresse,Ville,Code postal,Emplacement,Horaires Automate,Typologie,Etat de fonctionnement,point_geographique,latitude,longitude
Bp,17807,Bp Occitane,172,Plaisance Du Touch/00172,RUE PIERRE LOTI ZAC DE LA RIVIERE,Plaisance-Du-Touch,31830.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.569582, 1.308338",43.569582,1.308338
Bp,17807,Bp Occitane,463,Saint Geniez D'Olt/00463,13 RUE DE L HOTEL DE VILLE,Saint-Geniez-D'Olt,12130.0,Sas,TLJ {00:00-23:59},Gab,disponible,"44.465956, 2.972352",44.465956,2.972352
Bp,17807,Bp Occitane,215,Saint Lary/00215,35 RUE PRINCIPALE,Saint-Lary-Soulan,65170.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"42.816944, 0.322532",42.816944,0.322532
Bp,17807,Bp Occitane,413,Sainte Livrade/00413,6 PLACE DE VERDUN,Sainte-Livrade/Lot,47110.0,Sas,TLJ {00:00-23:59},Dvv,disponible,"44.398464, 0.587773",44.398464,0.587773
Bp,17807,Bp Occitane,351,Samatan/00351,10 RUE DE LA REPUBLIQUE,Samatan,32130.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.493233, 0.931271",43.493233,0.931271
Bp,17807,Bp Occitane,305,Tarbes La Providence/00305,42 TER RUE ALSACE LORRAINE,Tarbes,65000.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.246228, 0.073215",43.246228,0.073215
Bp,17807,Bp Occitane,414,Tonneins/00414,31 RUE MARECHAL JOFFRE,Tonneins,47400.0,Sas,TLJ {00:00-23:59},Gab,disponible,"44.390428, 0.308625",44.390428,0.308625
Bp,17807,Bp Occitane,209,Toulouse Camille Pujol/00209,125 AVENUE CAMILLE PUJOL,Toulouse,31500.0,Sas,TLJ {06:00-22:00},Gab,disponible,"43.600758, 1.467125",43.600758,1.467125
Bp,17807,Bp Occitane,132,Toulouse Croix De Pierre/00132,2 BOULEVARD DEODAT DE SEVERAC,Toulouse,31300.0,Sas,TLJ {06:00-22:00},Gab,disponible,"43.58567, 1.428104",43.58567,1.428104
Bp,17807,Bp Occitane,356,Toulouse Jeanne D'Arc/00356,1 PLACE JEANNE D'ARC,Toulouse,31000.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"43.60893, 1.445863",43.60893,1.445863
Bp,17807,Bp Occitane,356,Toulouse Jeanne D'Arc/00356,1 PLACE JEANNE D'ARC,Toulouse,31000.0,Interne,TLJ {06:00-23:00},Drm,service dégradé,"43.60893, 1.445863",43.60893,1.445863
Bp,17807,Bp Occitane,356,Toulouse Jeanne D'Arc/00356,1 PLACE JEANNE D'ARC,Toulouse,31000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.60893, 1.445863",43.60893,1.445863
Bp,17807,Bp Occitane,375,Toulouse Sept Deniers/00375,96 ROUTE DE BLAGNAC,Toulouse,31200.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.61541, 1.410119",43.61541,1.410119
Bp,17807,Bp Occitane,372,Tournefeuille Centre/00372,6 BOULEVARD  VINCENT AURIOL,Tournefeuille,31170.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.584894, 1.345172",43.584894,1.345172
Bp,17807,Bp Occitane,334,Valence D Agen/00334,PLACE NATIONALE,Valence-D'Agen,82400.0,Sas,TLJ {00:00-23:59},Gab,disponible,"44.10708, 0.890456",44.10708,0.890456
Bp,17807,Bp Occitane,425,Villeneuve Rive Gauche/00425,25 BOULEVARD VOLTAIRE,Villeneuve/Lot,47300.0,Sas,TLJ {00:00-23:59},Dvv,disponible,"44.404169, 0.699464",44.404169,0.699464
Bp,17807,Bp Occitane,475,Villereal/00475,2 RUE ROGER BISSIERE,Villereal,47210.0,Sas,TLJ {00:00-23:59},Dvv,disponible,"44.636846, 0.742745",44.636846,0.742745
Bp,17807,Bp Occitane,213,Toulouse Carmes/00213,39 RUE DU LANGUEDOC,Toulouse,31000.0,Interne,TLJ {00:00-23:59},Gab,disponible,"43.598687, 1.445443",43.598687,1.445443
Bp,17807,Bp Occitane,435,Fumel Montayral/00435,ZAC LES PORTES DU QUERCY,Montayral,47500.0,Sas,TLJ {00:00-23:59},Dvv,disponible,"44.486128, 0.981769",44.486128,0.981769
Bp,17807,Bp Occitane,106,Lourdes/00106,2 Rue de la Halle,Lourdes,65100.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.094645, -0.046719",43.094645,-0.046719
Bp,17807,Bp Occitane,105,Tarbes Verdun/00105,28 PLACE DE VERDUN,Tarbes,65000.0,Interne,,Drm,disponible,"43.233771, 0.074066",43.233771,0.074066
Bp,17807,Bp Occitane,101,Toulouse Alsace Lorraine/00101,47 RUE ALSACE LORRAINE,Toulouse,31000.0,Interne,,Drm,disponible,"43.605151, 1.445596",43.605151,1.445596
Bp,17807,Bp Occitane,112,Toulouse Saint Michel/00112,31 GRDE RUE ST-MICHEL,Toulouse,31400.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.586055, 1.447077",43.586055,1.447077
Bp,17807,Bp Occitane,451,Agen Republique/00451,64 BOULEVARD  DE LA REPUBLIQUE,Agen,47000.0,Interne,,Drm,disponible,"44.204954, 0.61872",44.204954,0.61872
Bp,17807,Bp Occitane,420,Aiguillon/00420,25 RUE THIERS,Aiguillon,47190.0,Sas,TLJ {00:00-23:59},Gab,disponible,"44.300971, 0.338047",44.300971,0.338047
Bp,17807,Bp Occitane,127,Argeles Gazost/00127,14 RUE MARECHAL FOCH,Argeles-Gazost,65400.0,Sas,TLJ {00:00-23:59},Dvv,disponible,"43.005901, -0.100327",43.005901,-0.100327
Bp,17807,Bp Occitane,352,Arreau/00352,1 PLACE DE L'EGLISE,Arreau,65240.0,Sas,TLJ {00:00-23:59},Dvv,disponible,"42.903398, 0.360502",42.903398,0.360502
Bp,17807,Bp Occitane,393,Auch Pyrenees/00393,35 TER AVENUE DES PYRENEES,Auch,32000.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.637567, 0.584083",43.637567,0.584083
Bp,17807,Bp Occitane,142,Bagneres De Bigorre/00142,37 RUE DU MARECHAL FOCH,Bagneres-De-Bigorre,65200.0,Sas,TLJ {00:00-23:59},Gab,disponible,"43.065082, 0.150047",43.065082,0.150047
Bp,17807,Bp Occitane,374,Balma Heliopole/00374,43 AVENUE GEORGES POMPIDOU,Balma,31130.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.62616, 1.494281",43.62616,1.494281
Bp,17807,Bp Occitane,417,Capdenac/00417,12 AVENUE CHARLES DE GAULLE,Capdenac-Gare,12700.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.576668, 2.078337",44.576668,2.078337
Bp,10207,Bp Rives De Paris,165,Bobigny/00165,227 - 229 AVENUE JEAN JAURES,Bobigny,93000.0,Sas,TLJ {06:00-22:00},Dvv,en attente de désinstallation,"48.911102, 2.436752",48.911102,2.436752
Bp,10207,Bp Rives De Paris,44,Bosquet/00044,24 BIS RUE CLER,Paris,75007.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.857796, 2.305779",48.857796,2.305779
Bp,10207,Bp Rives De Paris,222,Breteuil-Sur-Noye/00222,14 AVENUE DU GENERAL FRERE,Breteuil Sur Noye,60120.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"49.630497, 2.292984",49.630497,2.292984
Bp,10207,Bp Rives De Paris,18,Chatillon/00018,21 RUE JP TIMBAUD,Chatillon,92320.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.802649, 2.285807",48.802649,2.285807
Bp,10207,Bp Rives De Paris,123,Chatenay-Malabry/00123,137 AVENUE DE LA DIVISION LECLERC,Chatenay Malabry,92290.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.762742, 2.279134",48.762742,2.279134
Bp,10207,Bp Rives De Paris,183,L Isle Adam/00183,31 GRANDE RUE,L'Isle Adam,95290.0,Sas,TLJ {06:00-22:00},Gab,disponible,"49.112353, 2.21589",49.112353,2.21589
Bp,10207,Bp Rives De Paris,182,Villepinte Vert Galant/00182,4 PLACE DE LA GARE,Villepinte,93420.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.945083, 2.566365",48.945083,2.566365
Bp,10207,Bp Rives De Paris,84,Le Ponant/00084,7 RUE LEBLANC,Paris,75015.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.840029, 2.272293",48.840029,2.272293
Bp,18707,Bp Val De France,651,Tours Petite Arche/00651,CTRE CIAL LA PETITE ARCHE,Tours,37100.0,Sas,TLJ {06:00-23:00},Dvv,disponible,,,
Bp,16607,Crédit Maritime Méditerranée,2700,Cmm Sete Port/02700,77 GRAND RUE MARIO ROUSTAN,Sete,34200.0,Sas,TLJ {06:00-23:00},Grc,disponible,"43.399062, 3.696235",43.399062,3.696235
Ce,16275,Ce Hauts De France,59064,Landrecies/59064,2 RUE DU CERF,Landrecies,59550.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.125401, 3.690958",50.125401,3.690958
Ce,16275,Ce Hauts De France,62426,Pont De Briques/62426,7 RUE DU DOCTEUR BROUSSE,Saint-Etienne-Au-Mont,62360.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.68153, 1.627503",50.68153,1.627503
Ce,16275,Ce Hauts De France,59571,Wavrin/59571,113 RUE ACHILLE PINTEAUX,Wavrin,59136.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"50.572601, 2.93722",50.572601,2.93722
Ce,16275,Ce Hauts De France,59016,Thiant/59016,1 PLACE DE LA REPUBLIQUE,Thiant,,Dans La Rue,TLJ {00:00-23:59},Gdv,,"50.304749, 3.449335",50.304749,3.449335
Ce,14505,Ce Loire-Centre,19475,Montoire Sur Le Loir/19475,43 PLACE GEORGES CLEMENCEAU,Montoire-Sur-Le-Loir,41800.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"47.752779, 0.860603",47.752779,0.860603
Ce,14505,Ce Loire-Centre,28155,St Martin D'Auxigny/28155,14 PLACE DU PONT,Saint-Martin-D'Auxigny,18110.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.204108, 2.415328",47.204108,2.415328
Ce,14445,Ce Bretagne-Pays De Loire,184,Nantes Contrescarpe/00184,20 RUE CONTRESCARPE,Nantes,44000.0,Sas,TLJ {06:00-22:00},Gdm,disponible,"47.215208, -1.559123",47.215208,-1.559123
Ce,14265,Ce Loire Drome Ardeche,42178,Villars/42178,RUE DE L HOTEL DE VILLE,Villars,42390.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.467287, 4.353284",45.467287,4.353284
Ce,14265,Ce Loire Drome Ardeche,42320,Villeneuve De Berg/42320,2 RUE AUGUSTE RESSAYRE,Villeneuve-De-Berg,7170.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42319,Viviers Sur Rhone/42319,FAUBOURG SAINT JACQUES,Viviers,7220.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42085,Andrezieux Forez/42085,16 PLACE DU FOREZ,Andrezieux-Boutheon,42160.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.524372, 4.257081",45.524372,4.257081
Ce,14265,Ce Loire Drome Ardeche,42085,Andrezieux Forez/42085,16 PLACE DU FOREZ,Andrezieux-Boutheon,42160.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Car,disponible,"45.524372, 4.257081",45.524372,4.257081
Ce,14265,Ce Loire Drome Ardeche,42380,Anneyron/42380,2 RUE JEAN JAURES,Anneyron,26140.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"45.271395, 4.886626",45.271395,4.886626
Ce,14265,Ce Loire Drome Ardeche,348,Annonay Montgolfier/00348,AVENUE DE LA GARE RESIDENCE MONTE CHRIST,Annonay,7100.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Cge,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42384,Bourg De Peage/42384,13 AVENUE DU GENERAL DE GAULLE,Bourg-De-Peage,26300.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.037051, 5.05554",45.037051,5.05554
Ce,14265,Ce Loire Drome Ardeche,42420,Bourg Les Valence Jean Moulin/42420,20 AVENUE JEAN MOULIN,Bourg-Les-Valence,26500.0,Sas,TLJ {06:00-22:00},Grv,disponible,"44.950627, 4.899252",44.950627,4.899252
Ce,14265,Ce Loire Drome Ardeche,42470,Buis Les Baronnies/42470,53 ALLEE DES PLATANES,Buis-Les-Baronnies,26170.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"44.277902, 5.27734",44.277902,5.27734
Ce,14265,Ce Loire Drome Ardeche,42337,Chomerac/42337,RUE DE LA REPUBLIQUE,Chomerac,7210.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42458,Donzere/42458,5 PLACE DU CHAMPS DE MARS,Donzere,26190.0,Dans La Rue,TLJ {00:00-23:59},Grc,disponible,"45.018968, 5.292896",45.018968,5.292896
Ce,14265,Ce Loire Drome Ardeche,42407,Etoile Sur Rhone/42407,2 RUE DES ECOLES,Etoile-Sur-Rhone,26800.0,Dans La Rue,TLJ {00:00-23:59},Gvr,disponible,"44.837773, 4.892806",44.837773,4.892806
Ce,14265,Ce Loire Drome Ardeche,42077,Feurs/42077,10 PLACE ANTOINE DRIVET,Feurs,42110.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.743548, 4.221301",45.743548,4.221301
Ce,14265,Ce Loire Drome Ardeche,42077,Feurs/42077,10 PLACE ANTOINE DRIVET,Feurs,42110.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Car,disponible,"45.743548, 4.221301",45.743548,4.221301
Ce,14265,Ce Loire Drome Ardeche,42226,Firminy 1/42226,41 RUE JEAN JAURES,Firminy,42700.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Cge,disponible,"45.390309, 4.288413",45.390309,4.288413
Ce,14265,Ce Loire Drome Ardeche,42246,L Horme/42246,28 COURS MARIN,L'Horme,42152.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.486109, 4.54416",45.486109,4.54416
Ce,14265,Ce Loire Drome Ardeche,42182,La Fouillouse/42182,19 RUE DE LA LIBERATION,La Fouillouse,42480.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"45.501948, 4.315702",45.501948,4.315702
Ce,14265,Ce Loire Drome Ardeche,42241,La Grand Croix/42241,35 RUE JEAN JAURES,La Grand-Croix,42320.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.507002, 4.571236",45.507002,4.571236
Ce,14265,Ce Loire Drome Ardeche,42241,La Grand Croix/42241,35 RUE JEAN JAURES,La Grand-Croix,42320.0,Interne,Mar au Ven {08:45-12:15 13:45-17:45} Sam {08:30-12:15},Car,disponible,"45.507002, 4.571236",45.507002,4.571236
Ce,14265,Ce Loire Drome Ardeche,42036,La Pacaudiere/42036,PLACE DU PETIT LOUVRE,La Pacaudiere,42310.0,Sas,TLJ {06:00-22:00},Gvr,disponible,"46.175021, 3.868415",46.175021,3.868415
Ce,14265,Ce Loire Drome Ardeche,42158,La Talaudiere/42158,11 RUE VICTOR HUGO,La Talaudiere,42350.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.480829, 4.433778",45.480829,4.433778
Ce,14265,Ce Loire Drome Ardeche,42331,La Voulte Sur Rhone/42331,PLACE LOUIS ANTERIOU,La Voulte-Sur-Rhone,7800.0,Sas,TLJ {06:00-22:00},Grv,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42331,La Voulte Sur Rhone/42331,PLACE LOUIS ANTERIOU,La Voulte-Sur-Rhone,7800.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Cge,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42322,Lalevade D Ardeche/42322,ROUTE NATIONALE,Lalevade-D'Ardeche,7380.0,Dans La Rue,TLJ {00:00-23:59},Gvr,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42302,Les Vans/42302,CENTRE COMMERCIALLA CLAIRETTE,Les Vans,7140.0,Dans La Rue,TLJ {00:00-23:59},Grc,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42076,Montbrison Centre Ville/42076,10 RUE MARGUERITE FOURNIER,Montbrison,42600.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.605744, 4.066858",45.605744,4.066858
Ce,14265,Ce Loire Drome Ardeche,42464,Montelimar Paul Loubet/42464,2 RUE PAUL LOUBET,Montelimar,26200.0,Sas,TLJ {06:00-22:00},Grc,disponible,"44.562589, 4.746921",44.562589,4.746921
Ce,14265,Ce Loire Drome Ardeche,42081,Montrond Les Bains/42081,27 AVENUE DU PONT,Montrond-Les-Bains,42210.0,Dans La Rue,TLJ {00:00-23:59},Grc,disponible,"45.643769, 4.229131",45.643769,4.229131
Ce,14265,Ce Loire Drome Ardeche,42412,Portes Les Valence/42412,55 RUE JEAN JAURES,Portes-Les-Valence,26800.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"44.876023, 4.877205",44.876023,4.877205
Ce,14265,Ce Loire Drome Ardeche,42240,Rive De Gier Centre Ville/42240,COURS GAMBETTA,Rive-De-Gier,42800.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Cge,disponible,"45.529251, 4.620297",45.529251,4.620297
Ce,14265,Ce Loire Drome Ardeche,42035,Roanne Paris/42035,86 AVENUE DE PARIS,Roanne,42300.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"46.047212, 4.069263",46.047212,4.069263
Ce,14265,Ce Loire Drome Ardeche,42383,Romans Jacquemart/42383,7 PLACE CHARLES DE GAULLE,Romans-Sur-Isere,26100.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Cge,disponible,"45.044818, 5.050355",45.044818,5.050355
Ce,14265,Ce Loire Drome Ardeche,42026,Roanne St Roch/42026,1 BOULEVARD EDGAR QUINET,Roanne,42300.0,Sas,TLJ {06:00-22:00},Grc,disponible,"46.047681, 4.08223",46.047681,4.08223
Ce,14265,Ce Loire Drome Ardeche,42390,Romans Malraux Meannes/42390,AVENUE DE LA 1ERE ARMEE,Romans-Sur-Isere,26100.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.056591, 5.05446",45.056591,5.05446
Ce,14265,Ce Loire Drome Ardeche,42390,Romans Malraux Meannes/42390,AVENUE DE LA 1ERE ARMEE,Romans-Sur-Isere,26100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.056591, 5.05446",45.056591,5.05446
Ce,14265,Ce Loire Drome Ardeche,42335,Saint Georges Les Bains/42335,CENTRE COMMERCIALLIEU DIT LES CHUTES,Saint-Georges-Les-Bains,7800.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42462,Sauzet/42462,ROUTE DE CREST,Sauzet,26740.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"44.604682, 4.823299",44.604682,4.823299
Ce,14265,Ce Loire Drome Ardeche,42247,St Chamond Fonsala/42247,1 PLACE DE L ILE DE FRANCE,Saint-Chamond,42400.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Car,disponible,"45.474258, 4.533034",45.474258,4.533034
Ce,14265,Ce Loire Drome Ardeche,42248,St Chamond Liberte/42248,1 PLACE DE LA LIBERTE,Saint-Chamond,42400.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.475233, 4.509422",45.475233,4.509422
Ce,14265,Ce Loire Drome Ardeche,42191,St Etienne Alma/42191,11 RUE DE L ALMA,Saint-Etienne,42000.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.440891, 4.383019",45.440891,4.383019
Ce,14265,Ce Loire Drome Ardeche,42174,St Etienne Beaubrun/42174,1 RUE SAINT ENNEMOND,Saint-Etienne,42000.0,Dans La Rue,TLJ {00:00-23:59},Gab,service dégradé,"45.434484, 4.382205",45.434484,4.382205
Ce,14265,Ce Loire Drome Ardeche,42164,St Etienne La Terrasse/42164,13 PLACE MASSENET,Saint-Etienne,42000.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.466372, 4.378314",45.466372,4.378314
Ce,14265,Ce Loire Drome Ardeche,42164,St Etienne La Terrasse/42164,13 PLACE MASSENET,Saint-Etienne,42000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.466372, 4.378314",45.466372,4.378314
Ce,14265,Ce Loire Drome Ardeche,42200,St Etienne Liberation/42200,10 RUE DE LA LIBERATION,Saint-Etienne,42000.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.437121, 4.39203",45.437121,4.39203
Ce,14265,Ce Loire Drome Ardeche,42200,St Etienne Liberation/42200,10 RUE DE LA LIBERATION,Saint-Etienne,42000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.437121, 4.39203",45.437121,4.39203
Ce,14265,Ce Loire Drome Ardeche,42093,St Galmier/42093,16 RUE DIDIER GUETTON,Saint-Galmier,42330.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"45.593435, 4.320813",45.593435,4.320813
Ce,14265,Ce Loire Drome Ardeche,42179,St Genest Lerpt/42179,6 RUE DE LA REPUBLIQUE,Saint-Genest-Lerpt,42530.0,Dans La Rue,TLJ {00:00-23:59},Grc,disponible,"45.445238, 4.33696",45.445238,4.33696
Ce,14265,Ce Loire Drome Ardeche,42005,St Germain Laval/42005,28 RUE DENFERT ROCHEREAU,Saint-Germain-Laval,42260.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.830134, 4.014319",45.830134,4.014319
Ce,14265,Ce Loire Drome Ardeche,42385,St Jean En Royans/42385,AVENUE ALBERT CHALOIN,Saint-Jean-En-Royans,26190.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"45.019514, 5.290706",45.019514,5.290706
Ce,14265,Ce Loire Drome Ardeche,42080,St Just Sur Loire/42080,AVENUE MELLET MANDARD,Saint-Just-Saint-Rambert,42170.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.503592, 4.26036",45.503592,4.26036
Ce,14265,Ce Loire Drome Ardeche,42243,St Martin La Plaine/42243,17 RUE DE LA CURE,Saint-Martin-La-Plaine,42800.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.545805, 4.592999",45.545805,4.592999
Ce,14265,Ce Loire Drome Ardeche,42395,Valence Aristide Briand/42395,1 PLACE ARISTIDE BRIAND,Valence,26000.0,Sas,TLJ {06:00-22:00},Grv,disponible,"44.929511, 4.890017",44.929511,4.890017
Ce,14265,Ce Loire Drome Ardeche,42395,Valence Aristide Briand/42395,1 PLACE ARISTIDE BRIAND,Valence,26000.0,Interne,Mar au Ven {09:30-12:15 14:00-18:30} Sam {09:00-12:15},Cge,disponible,"44.929511, 4.890017",44.929511,4.890017
Ce,14265,Ce Loire Drome Ardeche,42416,Valence Victor Hugo Sud/42416,7 RUE DU PONTETLES ALLEES HUGO,Valence,26000.0,Sas,TLJ {06:00-22:00},Grc,disponible,"44.929982, 4.891173",44.929982,4.891173
Ce,14265,Ce Loire Drome Ardeche,42314,Vals Les Bains/42314,14 PLACE GALLIMARD,Vals-Les-Bains,7600.0,Sas,TLJ {06:00-22:00},Grv,disponible,,,
Ce,14265,Ce Loire Drome Ardeche,42314,Vals Les Bains/42314,14 PLACE GALLIMARD,Vals-Les-Bains,7600.0,Dans La Rue,TLJ {00:00-23:59},Gab,service dégradé,,,
Ce,14265,Ce Loire Drome Ardeche,42087,Veauche/42087,40 AVENUE HENRI PLANCHET,Veauche,42340.0,Sas,TLJ {06:00-22:00},Grv,disponible,"45.564738, 4.29172",45.564738,4.29172
Ce,18715,Ce D'Auvergne Et Du Limousin,134,Panazol/00134,CENTRE COMMERCIALDE LA BEAUSSER,Panazol,87350.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.835912, 1.30345",45.835912,1.30345
Ce,18715,Ce D'Auvergne Et Du Limousin,134,Panazol/00134,CENTRE COMMERCIALDE LA BEAUSSER,Panazol,87350.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"45.835912, 1.30345",45.835912,1.30345
Ce,18715,Ce D'Auvergne Et Du Limousin,133,Le Vigen Boisseuil/00133,LOTISSEMENT LES GARENNES LE BAS,Le Vigen,87110.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.7289, 1.25617",45.7289,1.25617
Ce,18715,Ce D'Auvergne Et Du Limousin,135,Limoges Pont Neuf/00135,12 AVENUE DE LATTRE DE TASSIGNY,Limoges,87000.0,Dans La Rue,TLJ {00:00-23:59},Gab,service dégradé,"45.82548, 1.270853",45.82548,1.270853
Ce,18715,Ce D'Auvergne Et Du Limousin,135,Limoges Pont Neuf/00135,12 AVENUE DE LATTRE DE TASSIGNY,Limoges,87000.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"45.82548, 1.270853",45.82548,1.270853
Ce,18715,Ce D'Auvergne Et Du Limousin,200,Vichy Clemenceau/00200,28 RUE GEORGES CLEMENCEAU,Vichy,3200.0,Sas,TLJ {06:00-22:00},Dvv,disponible,,,
Ce,18715,Ce D'Auvergne Et Du Limousin,200,Vichy Clemenceau/00200,28 RUE GEORGES CLEMENCEAU,Vichy,3200.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,18715,Ce D'Auvergne Et Du Limousin,220,Bellerive Sur Allier/00220,1 AU 3 PLACE DE LA REPUBLIQUE,Bellerive-Sur-Allier,3700.0,Sas,TLJ {06:00-22:00},Dvv,disponible,,,
Ce,18715,Ce D'Auvergne Et Du Limousin,220,Bellerive Sur Allier/00220,1 AU 3 PLACE DE LA REPUBLIQUE,Bellerive-Sur-Allier,3700.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,18715,Ce D'Auvergne Et Du Limousin,300,Aurillac Square/00300,2 RUE DU PRESIDENT DELZONS,Aurillac,15000.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"44.929314, 2.44332",44.929314,2.44332
Ce,18715,Ce D'Auvergne Et Du Limousin,310,Aurillac Marmiers/00310,CENTRE COMMERCIAL DE MARMIERS,Aurillac,15000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.898842, 2.440228",44.898842,2.440228
Ce,18715,Ce D'Auvergne Et Du Limousin,321,Nantiat/00321,5 PLACE DU COMMERCE,Nantiat,87140.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.008019, 1.173557",46.008019,1.173557
Ce,18715,Ce D'Auvergne Et Du Limousin,331,Massiac/00331,24 RUE NEUVE,Massiac,15500.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.252354, 3.19793",45.252354,3.19793
Ce,18715,Ce D'Auvergne Et Du Limousin,342,Maurs/00342,3 RUE TOUR DE VILLE,Maurs,15600.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"44.71116, 2.197878",44.71116,2.197878
Ce,18715,Ce D'Auvergne Et Du Limousin,353,Aixe Sur Vienne/00353,5 RUE PIERRE MENDES FRANCE,Aixe-Sur-Vienne,87700.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"45.797276, 1.136987",45.797276,1.136987
